재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명		당기			전기	전전기	
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_InsurancePremiumsSellingGeneralAdministrativeExpenses	         보험료		4,540,147			6,618,685	7,023,299
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_ProvisionForSeveranceIndemnities	         퇴직급여		141,087,277			99,523,299	89,860,361
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_PublicationExpensesSellingGeneralAdministrativeExpenses	         도서인쇄비		5,609,057			5,666,274	4,047,523
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_RentalExpensesSellingGeneralAdministrativeExpenses	         지급임차료		4,576,392			4,467,432	4,348,220
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_RepairExpensesSellingGeneralAdministrativeExpenses	         수선비		128,169,620			131,165,272	112,416,768
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_SalariesWages	         급여		1,823,908,804			1,574,377,728	1,335,677,599
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_SamplesExpensesSellingGeneralAdministrativeExpenses	         견본비		943,175			569,594	689,416
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_SupplyExpensesSellingGeneralAdministrativeExpenses	         소모품비		15,569,991			49,516,319	55,502,190
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_TaxesDuesSellingGeneralAdministrativeExpenses	         세금과공과		133,622,470			128,582,570	134,657,950
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_TrainingExpensesSellingGeneralAdministrativeExpenses	         교육훈련비		4,180,816			6,199,423	16,300,500
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_TravelExpensesSellingGeneralAdministrativeExpenses	         여비교통비		23,699,719			17,743,847	11,685,887
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_UtilityExpensesSellingGeneralAdministrativeExpenses	         수도광열비		7,508,893			1,266,090	683,400
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_VehicleMaintenanceExpensesSellingGeneralAdministrativeExpenses	         차량유지비		78,488,481			69,261,132	68,413,011
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	entity00706715_udf_IS_2019328144616705_StatementOfComprehensiveIncomeAbstract	      지분법이익		18,988,020,034			6,756,302,630	21,392,472,115
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	      총포괄손익		14,927,347,587			2,731,958,268	12,056,509,558
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		11,674,725,757			11,626,935,915	13,115,877,047
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_CostOfSalesFromRenderingOfServicesRental	         임대매출원가		438,270,250			441,630,102	342,754,300
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfMerchandiseSold	         상품매출원가		11,236,455,507			11,185,305,813	12,773,122,747
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShareFromContinuingOperations	         기본및희석주당이익(손실)		6,944			1,482	5,027
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		2,934,357,087			2,949,774,269	2,169,316,286
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_InterestExpenseFinanceExpense	         이자비용		2,918,997,599			2,945,838,018	2,168,666,941
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_LossesOnForeignCurrencyTransactionsFiancialExpense	         외환차손		15,226,150			3,936,251	649,345
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_LossesOnForeignExchangeTranslationsFinancialExpense	         외화환산손실(금융원가)		133,338			0	0
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		64,255,517			26,119,234	23,270,965
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_DividendIncome	         배당금수익(금융수익)		4,500,000			4,125,000	0
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_GainsOnForeignCurrencyTransactionsFiancialIncome	         외환차익		12,279,882			8,988,686	4,291,293
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_GainsOnForeignExchangeTranslationsFinancialIncome	         외화환산이익(금융수익)		37,975,000			0	0
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_InterestIncomeFinanceIncome	         이자수익		9,500,635			13,005,548	18,979,672
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		6,816,657,833			5,080,220,786	4,840,595,050
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용		716,666,279			-1,806,626,729	-6,292,593,922
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncome	      기타포괄손익		-1,151,912,648			-698,448,891	418,242,667
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	         후속적으로 당기손익으로 재분류되는 포괄손익		319,252,550			52,185,512	0
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax	            지분법자본변동(해외환산)		319,252,550			52,185,512	0
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	         후속적으로 당기손익으로 재분류되지 않는 포괄손익		-1,471,165,198			-750,634,403	418,242,667
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	entity00706715_udf_IS_2018328141110872_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	            지분법자본변동		-1,402,840,948			-687,030,055	404,488,898
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	entity00706715_udf_IS_202389929340_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	            기타포괄손익-공정가치 측정 금융자산 평가이익		415,275			-8,898,750	2,726,775
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	            확정급여제도의 재측정요소		-68,739,525			-54,705,598	11,026,994
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		16,079,260,235			3,430,407,159	11,638,266,891
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		16,795,926,514			1,623,780,430	5,345,672,969
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      수익(매출액)		18,491,383,590			16,707,156,701	17,956,472,097
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_RevenueFromRenderingOfServicesRental	         임대료수익		991,866,530			991,198,469	979,947,380
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_RevenueFromSaleOfGoodsMerchandise	         상품매출		12,745,279,420			12,651,753,972	14,517,881,742
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_RevenueFromServices	         용역수익		1,891,195,140			1,880,204,260	1,608,792,975
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[107590]	미원홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_RevenueFromDividends	         배당수익		2,863,042,500			1,184,000,000	849,850,000
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익		28,634,790,078			24,913,393,981	18,983,200,277
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		837,981,853			406,700,372	613,450,775
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_LentIncome	         임대료수익		174,439,677			170,389,687	158,211,586
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_MiscellaneousIncome	         잡이익		374,289,999			124,334,140	421,743,189
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_RevenueGovernmentGrant	         정부보조금수익		7,851,341			0	0
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_ReversalOfImpairmentLossesOnIntangibleAssets	         무형자산손상차손환입		0			24,525,000	0
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_GainsOnDisposalsOfPropertyPlantAndEquipment	         유형자산처분이익		281,400,836			87,451,545	33,496,000
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		264,354,371			142,638,051	165,582,398
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_Donations	         기부금		27,810,000			30,420,000	13,470,000
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_ImpairmentLossesOnIntangibleAssets	         무형자산손상차손		0			0	34,650,000
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_MiscellaneousLosses	         잡손실		236,536,371			84,701,714	106,727,761
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_LossesOnDisposalsOfPropertyPlantAndEquipment	         유형자산처분손실		8,000			27,516,337	10,734,637
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		19,836,935,025			17,397,393,448	16,821,843,667
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_AdvertisingExpensesSellingGeneralAdministrativeExpenses	         광고선전비		0			5,300,000	4,300,000
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_BadDebtExpensesSellingGeneralAdministrativeExpenses	         대손상각비(대손충당금환입)		9,748,498			73,944,926	-3,621,394
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_CommissionsSellingGeneralAdministrativeExpenses	         지급수수료		972,476,662			683,922,951	492,298,250
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_CommunicationExpensesSellingGeneralAdministrativeExpenses	         통신비		57,807,547			55,528,782	55,422,419
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_DepreciationExpenseSellingGeneralAdministrativeExpenses	         감가상각비		235,997,480			174,879,152	147,118,669
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_ElectricPowerExpenseSellingGeneralAdministrativeExpenses	         전력비		64,354,472			63,054,744	52,395,151
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_EmployeeBenefitsSellingGeneralAdministrativeExpenses	         복리후생비		452,918,666			434,851,300	433,526,900
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_EntertainmentExpensesSellingGeneralAdministrativeExpenses	         접대비		136,142,671			120,131,730	136,814,000
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_ExportOverallExpenseSellingGeneralAdministrativeExpenses	         수출비용		6,835,008,020			5,996,573,634	6,132,577,954
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_FreightExpensesSellingGeneralAdministrativeExpenses	         운반비		5,047,634,974			4,557,668,740	4,483,106,390
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_InsurancePremiumsSellingGeneralAdministrativeExpenses	         보험료		11,812,277			11,255,735	12,232,230
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OrdinaryTechnologyExpenseSellingGeneralAdministrativeExpenses	         기술개발비		1,166,038,066			884,415,329	979,531,626
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_PackingExpensesSellingGeneralAdministrativeExpenses	         포장비		194,197,101			293,738,491	237,262,834
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_ProvisionForSeveranceIndemnities	         퇴직급여		211,767,273			172,778,669	217,944,983
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_PublicationExpensesSellingGeneralAdministrativeExpenses	         도서인쇄비		20,094,933			18,707,691	17,970,140
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_RentalExpensesSellingGeneralAdministrativeExpenses	         임차료		3,360,000			3,360,000	3,360,000
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_RepairExpensesSellingGeneralAdministrativeExpenses	         수선비		16,336,292			43,302,202	36,941,411
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_SalariesWages	         급여		3,736,063,016			3,230,075,870	2,910,683,589
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_SamplesExpensesSellingGeneralAdministrativeExpenses	         견본비		24,028,898			25,914,075	15,111,219
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_SupplyExpensesSellingGeneralAdministrativeExpenses	         소모품비		22,605,615			27,140,439	15,606,920
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_TaxesDuesSellingGeneralAdministrativeExpenses	         세금과공과		81,934,436			44,380,320	135,987,310
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_TrainingExpensesSellingGeneralAdministrativeExpenses	         교육훈련비		7,192,326			28,715,560	3,827,986
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_TravelExpensesSellingGeneralAdministrativeExpenses	         여비교통비		310,316,088			189,292,458	110,396,270
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_UtilityExpensesSellingGeneralAdministrativeExpenses	         수도광열비		30,392,303			33,536,473	27,394,784
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_VehicleMaintenanceExpensesSellingGeneralAdministrativeExpenses	         차량유지비		70,603,106			70,264,659	76,962,390
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_WarehouseExpensesSellingGeneralAdministrativeExpenses	         보관료		118,104,305			154,659,518	86,691,636
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	entity00855163_udf_IS_202073116843177_StatementOfComprehensiveIncomeAbstract	      관계기업투자손익		100,717,287			140,466,737	-119,965,906
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	      총포괄손익		25,392,413,438			20,920,574,084	17,555,444,861
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		207,638,564,414			190,304,972,846	199,360,524,412
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_CostOfSalesFromSaleOfGoodsProduct	         제품매출원가		180,726,565,414			162,497,758,438	167,248,536,282
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_CostOfSalesFromSaleOfGoodsRawMaterial	         원재료매출원가		18,282,316,421			23,087,805,609	20,789,520,553
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_CostOfSalesFromServices	         용역매출원가		8,629,682,579			4,719,408,799	11,322,467,577
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)		13,446			10,763	7,959
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)		13,446			10,763	7,959
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융원가		2,258,114,394			2,229,575,322	3,181,671,662
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_InterestExpenseFinanceExpense	         이자비용(금융원가)		247			22,023	275,986
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_LossesOnForeignCurrencyTransactionsFiancialExpense	         외환차손		2,233,430,303			1,887,947,011	2,063,753,281
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_LossesOnForeignExchangeTranslationsFinancialExpense	         외화환산손실		24,683,844			341,606,288	1,117,642,395
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		7,082,136,264			3,894,649,209	4,809,291,659
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_GainsOnForeignCurrencyTransactionsFiancialIncome	         외환차익		4,173,786,620			2,743,333,268	4,424,065,871
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_GainsOnForeignExchangeTranslationsFinancialIncome	         외화환산이익		995,269,703			6,219,222	1,650,224
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	dart_InterestIncomeFinanceIncome	         이자수익(금융수익)		1,913,079,941			1,145,096,719	383,575,564
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		48,471,725,103			42,310,787,429	35,805,043,944
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		7,202,618,280			5,168,907,351	4,678,207,458
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[134380]	미원화학	유가증권시장상장법인	204	기타 화학제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncome	      기타포괄손익		-1,538,124,999			-893,515,491	1,294,929,574
